Target Name,Other name,DR3,Planet ID,RA (deg),DEC (deg),dRA (mas/yr),dDEC (mas/yr),Epoch,J_mag,Number of Visits,IsAPlanet?,Period (days),P_sig,T_mid (BJD),T0_sig,T_dur (hours),T_obs (hours),T_tot (hours),VISDA Cadence,NIRDA Cadence,Priority,Program ID,Contact Person,Observational Constraints (if any),Comments,AUX Team Validated?
spec-56981-HD231600N352358V01_sp15-215,,1916385687031151104,,348.47,36.68618758,-3.598734275,-3.519113263,J2000,13.67,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp04-012,,3448584552275686144,,85.12,33.51740145,1.246679678,-1.25999796,J2000,14.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp05-218,,3447977346977961216,,84.79,32.0822147,0.28250474,-1.33263458,J2000,15.41,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp06-094,,3451225613565309184,,88.04,32.90296135,0.25036061,-0.6955102885,J2000,14.7,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp08-200,,3448217452831433984,,86.48,32.37262598,0.5930429632,-0.5336655574,J2000,15.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp09-012,,3454360183777326080,,86.91,33.64306344,0.6286130983,-0.6121749608,J2000,15.08,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp09-114,,3454654646734651776,,86.49,34.43828313,-0.1832091334,-1.824871662,J2000,14.72,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp10-211,,3448827853582010112,,84.01,32.79903194,1.502875102,-2.69594133,J2000,14.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-GAC085N33B1_sp13-249,,3454382826844521984,,87.41,33.96570441,0.491082523,-0.5443168942,J2000,15.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515B01_sp09-114,,422492913555750912,,2.17,58.036999,-2.184284927,-0.7786961286,J2000,14.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp03-193,,1995015921070825088,,359.61,56.70687,-0.3309683845,-2.138479897,J2000,11.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp04-046,,422581076339200640,,0.57,57.48148582,-4.469548315,-2.467895666,J2000,11.91,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp07-052,,420678577626104704,,3.53,55.51468073,-5.576794089,-2.250364719,J2000,11.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp08-059,,422265452086026112,,3.44,56.49820071,-2.578527569,-5.026461865,J2000,10.4,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp10-177,,1.99492E+18,,357.32,56.01721096,-2.779519812,-4.031806782,J2000,10.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp10-179,,1994899853873393920,,356.97,55.97671329,-0.7951557769,-1.412304779,J2000,12.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp11-139,,423173064576672512,,0.93,59.25541393,3.495750202,-0.797509543,J2000,13.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp14-169,,1998143069577439232,,358.12,57.36649304,-2.24248418,-2.033939662,J2000,13.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp14-236,,1998288479990189952,,356.58,57.49428837,-1.195466331,-1.959464115,J2000,12.82,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56982-HD000408N565515V01_sp15-198,,422603620632877312,,0.83,57.62771198,-7.956375565,-8.251646743,J2000,13.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56984-HD230130N570619B01_sp05-110,,2009002533612129536,,345.8,56.15746617,-4.277593346,-2.460426141,J2000,15.31,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56984-HD230130N570619B01_sp10-116,,2006965619605552000,,341.69,56.62275779,-3.667665872,-3.110820006,J2000,14.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56986-GAC089N16B1_sp01-227,,3346853441506002560,,88.72,14.1185814,0.04494722117,-1.995528175,J2000,14.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56986-GAC089N16B1_sp02-061,,3347168309850674048,,88.58,14.75258337,0.1877003528,-0.3471678984,J2000,14.68,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56986-GAC089N16B1_sp02-079,,3347119626398741120,,87.61,14.65173392,1.401210117,-1.1687836,J2000,14.08,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56986-GAC089N16B1_sp05-175,,3348792224103396224,,89.07,15.70976271,0.2805671396,-0.7405331625,J2000,15.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56986-GAC089N16B1_sp12-096,,3350232270799629568,,90.3,17.86320695,0.5481804127,-1.921761314,J2000,14.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56993-HD031027N265346V01_sp04-144,,112537458941321728,,47.31,26.49874915,11.64963783,-5.415748238,J2000,11.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56993-HD041808N420828V01_sp09-191,,228514770078270976,,66.17,42.74419715,0.5717663221,-1.43346728,J2000,12.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56993-HD041808N420828V01_sp15-023,,229475674518999936,,64.32,43.23392415,1.209579101,-2.255608188,J2000,13.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp01-190,,3371236383162331264,,97.93,17.85377832,-0.2933858996,-0.8495616567,J2000,14.41,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp04-053,,3372940832344696704,,97.52,20.54064041,0.0449006001,-0.4145773719,J2000,15.31,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp04-091,,3372311636814062336,,97.45,19.64970524,-0.3410840047,-1.223447866,J2000,14.3,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp04-174,,3372589912039452672,,96.76,20.18593424,-0.3977683923,-0.2721813227,J2000,14.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp05-171,,3372304008952260608,,97.19,19.45567129,-0.01328516558,-0.2951739476,J2000,14.9,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp05-196,,3372431002547224320,,96.17,19.34612765,-0.6249638142,-1.172247513,J2000,14.75,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp09-164,,3373028277878445056,,97.67,20.98554301,-0.0625556282,-0.9760471722,J2000,14.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp10-003,,3375539734234370304,,95.18,20.11291416,-0.539677914,-0.8153078728,J2000,14.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B1_sp15-115,,3373009689259701504,,97.2,20.80750389,-0.9964021866,-0.9204753243,J2000,14.56,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B2_sp08-185,,3372229242162327296,,97.63,19.0680665,-0.3735461375,-0.9675659447,J2000,13.94,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B2_sp09-159,,3373027929983939840,,97.71,20.95599767,0.1355511235,-1.884505431,J2000,14.34,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-GAC097N20B2_sp15-118,,3376021973162830848,,97.29,21.01320643,0.2051200387,-0.976109724,J2000,14.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD033604N273535V01_sp13-050,,71549589603028224,,56.42,27.94214877,-1.227977212,-7.387794813,J2000,10.59,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp01-142,,3446277502000268672,,83.39,30.50257112,1.75316423,-2.853734674,J2000,12.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp02-081,,3446643192697197568,,81.06,30.48920003,2.099635974,-3.498159434,J2000,13,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp03-219,,3448993635021179008,,82.03,32.72510375,1.407795344,-3.644148361,J2000,12.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp04-069,,3448798819603270528,,83.65,32.4750748,1.140627796,-3.871501138,J2000,12.7,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp06-042,,3448160690542235264,,85.34,32.15192398,-0.201402165,-2.869179168,J2000,12.91,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp06-232,,3447745483166582528,,84.79,31.50791771,0.8814327188,-3.150727909,J2000,13.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp08-216,,3447795957622549376,,83.88,30.90891686,-1.173177338,-4.164910043,J2000,12.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp09-127,,3448422129493766400,,84.76,32.57194432,-0.3205706993,-3.407833686,J2000,11.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp10-182,,3447253937047008896,,80.92,31.2079823,0.9614444561,-0.1520624045,J2000,13.55,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp13-109,,3448418010623236352,,85.36,33.04211208,-0.326805458,-1.244576064,J2000,13.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp15-030,,3449103487404273408,,83.34,33.52068417,1.003682236,-3.044921262,J2000,12.94,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp15-106,,3448859872559385600,,83.48,32.92892222,0.3938042456,-2.928691465,J2000,12.97,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp16-141,,182618646471746176,,82.24,34.22581245,-1.569883564,-4.73444142,J2000,12.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD053243N321131V01_sp16-176,,182506354546970240,,81.52,33.66693051,-0.04846865378,-1.282134317,J2000,13,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp04-215,,2010156260602524288,,345.97,57.56863525,-0.4559085104,-1.100392825,J2000,11.15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp05-081,,2008961233205915776,,344.83,55.71308369,-1.056269703,-2.207777136,J2000,12.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp05-240,,2003747005468807040,,343.83,56.06547184,-3.995113507,-7.250531251,J2000,11.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp07-044,,2008675630752742784,,346.39,55.45086811,-2.523318877,-2.17814097,J2000,12.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp09-212,,2009932754804144000,,346.99,57.48342375,-2.136525017,-2.479627388,J2000,10.8,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp12-025,,2010601876347169024,,347.66,58.66879822,-3.381855122,-4.854258823,J2000,11.87,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp15-118,,2010228690933386880,,345.5,57.93019222,-1.209455555,-1.565526091,J2000,11.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56994-HD230130N570619V01_sp16-218,,2007470570320379264,,342.37,58.69183229,-2.075037446,-2.436360147,J2000,11.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD043544N451252V01_sp07-178,,204861762404316544,,71.01,44.1056694,1.292144887,-4.254325952,J2000,11.88,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD043544N451252V01_sp10-172,,253426572525765376,,66.94,44.3451765,-1.00023615,-2.768349261,J2000,12.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD052510N203501V01_sp06-094,,3401266309161144832,,83.33,20.22572082,-0.6340830992,-3.906683989,J2000,11.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD052510N203501V01_sp13-007,,3402870668423869696,,83.78,21.0692872,2.128712341,-4.526684678,J2000,11.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD074336S012053V01_sp02-001,,3057880688847833216,,114.96,-3.099859909,-1.143179736,-0.4158666492,J2000,10.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD074336S012053V01_sp06-122,,3081024171661024000,,118.12,-2.463268079,-3.438792492,1.454019442,J2000,11.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD074336S012053V01_sp12-035,,3085989600533080320,,117.13,0.4536748506,-6.044845556,-0.2441088677,J2000,10.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD074336S012053V01_sp15-064,,3085488360669414528,,114.97,-0.4404424915,-2.400865893,2.400139582,J2000,11.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-56996-HD074336S012053V01_sp15-248,,3085422561770434176,,115.27,-0.6411935498,-4.814149792,0.1266087501,J2000,10.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57000-HD053409N435614V01_sp01-237,,194545770652126464,,82.86,41.77931102,-1.354662082,-3.75761006,J2000,11.15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57000-HD053409N435614V01_sp04-185,,195776295962108416,,83.17,43.71782549,-4.314745821,-1.223486609,J2000,9.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57000-HD093845N104639V01_sp05-235,,588650457900429824,,143.97,9.654825622,-6.041563591,-10.95797786,J2000,11.55,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57002-HD053141N091333V01_sp03-174,,3338031853556239744,,82.16,9.257267079,0.02953449346,-7.241371219,J2000,11.13,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57002-HD053141N091333V01_sp09-003,,3337901252190793984,,83.75,9.452684974,-2.432887409,-3.210045931,J2000,10.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57002-HD053141N091333V01_sp09-211,,3337957499082637184,,83.57,9.668626526,0.626916504,-0.5097049445,J2000,13.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57002-HD053141N091333V01_sp15-046,,3338285428425058432,,83.02,10.5971125,0.1586846969,-3.072222718,J2000,11.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57003-GAC093N19B1_sp08-161,,3373854767024207104,,93.66,18.89959157,-0.01239322907,-1.560967416,J2000,14.22,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57003-HD085306N522324V01_sp11-048,,1029906258202069888,,133.81,54.77450639,-6.22030603,-5.175266101,J2000,11.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57003-HD085306N522324V01_sp12-143,,1029789740033618176,,134.15,53.90471981,-6.468137987,-4.258228819,J2000,13.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57004-GAC081N20B1_sp06-148,,3401267928365506304,,83.39,20.26497018,0.3454967888,-1.323044757,J2000,14.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57004-GAC081N20B1_sp06-238,,3401277205495091200,,82.7,19.97420749,1.587867709,-1.94305609,J2000,14.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57004-GAC081N20B1_sp08-095,,3402084006512170240,,82.57,20.51057028,1.486835403,-1.857162616,J2000,14.67,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57004-GAC081N20B1_sp13-221,,3402844834198559616,,82.99,20.75252201,0.7014187129,-0.4259312441,J2000,15.64,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57015-GAC082N38B1_sp04-165,,190573956694872576,,82.44,38.30843866,0.9720518699,-2.336521581,J2000,15.21,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57015-GAC082N38B1_sp14-093,,187723743378879104,,80.93,39.10805812,0.01687254299,-1.360302005,J2000,14.87,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57015-GAC082N38B1_sp15-160,,193762776635906304,,81.67,39.60211317,0.6549666323,-2.423338825,J2000,14.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-GAC100N17B1_sp05-089,,3358615462846681600,,100.15,16.36422166,-1.583304981,-0.8324859095,J2000,14.35,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-GAC100N17B1_sp14-097,,3371205115799389696,,99.2,18.52861917,0.003405935826,-2.399629524,J2000,14.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-GAC100N17B1_sp15-115,,3359462365976011648,,100.61,18.21228075,-0.03906036612,-1.116133099,J2000,14.4,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp03-078,,193840704522409728,,82.75,40.12150686,-1.424647983,-3.945223486,J2000,11.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp03-244,,190785028567285888,,82.7,39.54020267,1.329458671,-2.392619159,J2000,12.78,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp04-155,,191175423915862272,,83.81,40.0988957,1.440472983,-2.671212541,J2000,11.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp06-027,,191718647079803776,,86.45,40.11768099,0.0672315431,-2.252995284,J2000,11.92,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp07-103,,189854704291739648,,85.75,38.64532777,2.255103704,-2.901574695,J2000,11.87,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp07-208,,189926408770237184,,86.08,38.36864114,0.9171268878,-1.800391918,J2000,12.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp14-075,,193909630159512576,,82.25,40.57388305,-0.9420265753,-6.518622279,J2000,11.4,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57018-HD053652N401056V01_sp15-034,,192886156629653504,,84.67,41.6316597,2.150338264,-4.593081352,J2000,12.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57025-HD051007N534235V01_sp01-217,,262677592782203520,,77.36,51.41247569,0.5254099791,-4.178883221,J2000,11.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57025-HD051007N534235V01_sp03-033,,266848143465971328,,76.15,53.13038593,0.2492302211,-1.604444825,J2000,11.13,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57026-HD051312N495139V01_sp02-124,,207091434545476864,,77.03,47.53006231,1.17880463,-2.386387113,J2000,11.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57026-HD051312N495139V01_sp03-161,,262338771402441728,,76.98,49.95752888,-0.3475578386,-0.2891089737,J2000,13.31,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57026-HD051312N495139V01_sp03-189,,261571170549079040,,77.25,49.63751314,-2.67566217,-4.42779026,J2000,11.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57030-GAC088N22B1_sp06-170,,3423626870977810048,,91.36,22.00025828,0.2543303413,-1.666903108,J2000,14.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57030-GAC088N22B2_sp16-080,,3427687474795110400,,87.01,23.74976815,1.048097148,0.6396674776,J2000,14.18,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57030-GAC088N22B2_sp16-174,,3428088246783735296,,87.8,24.07737493,1.077607138,-1.854922086,J2000,14.19,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57031-HD064137N355554V01_sp11-146,,944750388300965120,,99.89,38.33452989,2.313931426,0.6888578441,J2000,12.05,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57031-HD064137N355554V01_sp16-077,,9.43272E+17,,98.23,37.14285736,1.069765659,-2.649114408,J2000,11.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp01-142,,187964609445409536,,79.98,39.35518128,0.461174914,-1.386728343,J2000,14.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp01-243,,187828785398784512,,79.14,38.67461566,-0.2120468819,-1.704406736,J2000,14.3,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp03-002,,189014265092522240,,78.8,40.45634618,1.051536021,-0.8811485641,J2000,15.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp04-028,,195087177049743744,,79.3,41.49957799,0.2540955641,-0.6901355514,J2000,15.18,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp06-072,,194301709133589888,,82.71,40.97119234,-0.01588912909,-0.9722107251,J2000,15.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp08-135,,194055113588276096,,80.95,40.55212149,0.7476326173,-0.3595219794,J2000,14.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp10-250,,201003752199180800,,77.41,40.88065338,0.7695404258,-0.5750233881,J2000,14.84,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp12-084,,195256707998564480,,80.87,42.53669107,0.02783806606,-1.222912493,J2000,14.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp14-229,,201268734502751360,,76.75,41.42596218,0.497826805,-0.7830575745,J2000,14.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp15-024,,195187507485375104,,79.58,42.13348445,0.3334967785,-1.479259293,J2000,14.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B2_sp15-162,,207240216510284800,,78.93,42.46944989,-0.01184511239,-1.521160766,J2000,15.02,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp03-065,,201038142001310208,,77.76,41.20550789,0.3297512655,-0.3220412266,J2000,14.82,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp06-007,,193886510351386112,,81.85,40.21218815,0.9572137474,-1.012056103,J2000,14.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp06-059,,194248760775305472,,82.91,40.77829815,0.2477016961,-0.6304283843,J2000,15.2,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp06-239,,193987150026137472,,81.38,40.27217382,0.5008901818,-0.6166326647,J2000,14.73,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp08-021,,194034016709059584,,80.56,40.35386981,0.3438494738,-3.139068667,J2000,14.84,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp08-159,,194033398233809536,,80.48,40.28339517,0.4367887795,-0.1839187991,J2000,15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp08-234,,194074286322232064,,80.79,40.84452102,0.132106674,-1.688588773,J2000,15.23,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp08-240,,194066074344846720,,80.68,40.63888375,0.2263761938,-1.636223363,J2000,14.75,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp10-009,,201058281103502080,,77.03,41.04708505,0.0002675479294,-0.5947860119,J2000,15.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp10-136,,200876896045931264,,76.46,40.90022093,0.5843582045,-0.5464869037,J2000,14.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp11-138,,207502587472488704,,79.4,43.36490016,0.839709374,-0.856371689,J2000,14.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp11-197,,207299555778065792,,79.65,43.17272626,0.5987097837,-1.496947492,J2000,14.8,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp12-035,,195643151975321088,,81.45,42.88705804,0.00581023092,-1.172315347,J2000,14.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp14-067,,201088448953470976,,77.57,41.32802951,1.464138391,-2.67177533,J2000,14.55,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
